#Chr,Start,End,Direct,Length,Sample,Type,Share_depth,Share_start,Share_end
1,7072349,7073069,col_hete,721,Sample_c73,20-2000bp,6,7065954,7075070
1,7073260,7073399,col_hete,140,Sample_c73,20-2000bp,7,7065954,7075070
1,7074385,7074503,col_hete,119,Sample_c73,20-2000bp,7,7065954,7075070
1,7074687,7074967,col_hete,281,Sample_c73,20-2000bp,6,7065954,7075070
1,9918917,9919034,col_hete,118,Sample_c73,20-2000bp,6,9918846,9919034
1,10360240,10360488,col_hete,249,Sample_c73,20-2000bp,4,10359725,10360698
1,10598771,10599435,col_hete,665,Sample_c73,20-2000bp,5,10598771,10599435
1,11028358,11028776,col_hete,419,Sample_c73,20-2000bp,10,11028358,11028776
1,11458631,11458815,col_hete,185,Sample_c73,20-2000bp,6,11458631,11458815
1,11468661,11468736,col_hete,76,Sample_c73,20-2000bp,6,11468347,11468766
1,11523863,11523954,col_hete,92,Sample_c73,20-2000bp,9,11523863,11523954
1,12140479,12142282,col_hete,1804,Sample_c73,20-2000bp,13,12140479,12142282
1,12156115,12156147,col_hete,33,Sample_c73,20-2000bp,11,12156115,12156147
1,12414411,12415390,col_hete,980,Sample_c73,20-2000bp,6,12414411,12415390
1,12620043,12620204,col_hete,162,Sample_c73,20-2000bp,8,12619674,12620204
1,12960110,12960549,col_hete,440,Sample_c73,20-2000bp,14,12960110,12960549
1,13037739,13037841,col_hete,103,Sample_c73,20-2000bp,5,13037739,13037841
1,13218641,13219210,col_hete,570,Sample_c73,20-2000bp,4,13218641,13219210
1,13347565,13349412,col_hete,1848,Sample_c73,20-2000bp,6,13347565,13349412
1,13349893,13350317,col_hete,425,Sample_c73,20-2000bp,6,13349893,13350317
1,13352563,13353765,col_hete,1203,Sample_c73,20-2000bp,6,13352563,13353765
1,13744660,13744876,col_hete,217,Sample_c73,20-2000bp,3,13744660,13744876
1,13832436,13834177,col_hete,1742,Sample_c73,20-2000bp,5,13832436,13834177
1,13914113,13914183,col_hete,71,Sample_c73,20-2000bp,5,13914113,13914533
1,14094722,14094822,col_hete,101,Sample_c73,20-2000bp,5,14094722,14094822
1,15499860,15499892,col_hete,33,Sample_c73,20-2000bp,6,15499742,15499892
1,15582642,15582970,col_hete,329,Sample_c73,20-2000bp,4,15582642,15582970
1,15583180,15583785,col_hete,606,Sample_c73,20-2000bp,5,15583180,15583785
1,15913843,15913893,col_hete,51,Sample_c73,20-2000bp,5,15913843,15913893
1,16043879,16044385,col_hete,507,Sample_c73,20-2000bp,5,16043493,16044385
1,16070386,16072192,col_hete,1807,Sample_c73,20-2000bp,5,16070386,16072192
1,16267500,16267933,col_hete,434,Sample_c73,20-2000bp,3,16267500,16268059
1,16393260,16393289,col_hete,30,Sample_c73,20-2000bp,2,16393260,16393289
1,16675486,16676198,col_hete,713,Sample_c73,20-2000bp,8,16675486,16676198
1,16757292,16757769,col_hete,478,Sample_c73,20-2000bp,9,16757292,16757769
1,17256854,17257613,col_hete,760,Sample_c73,20-2000bp,8,17256854,17257613
1,17313092,17314063,col_hete,972,Sample_c73,20-2000bp,13,17313092,17317452
1,17395777,17395854,col_hete,78,Sample_c73,20-2000bp,2,17395777,17395854
1,17396188,17396251,col_hete,64,Sample_c73,20-2000bp,3,17396188,17396251
1,17464541,17464661,col_hete,121,Sample_c73,20-2000bp,3,17464541,17464891
1,17464891,17465034,col_hete,144,Sample_c73,20-2000bp,2,17464891,17465034
1,17477781,17478523,col_hete,743,Sample_c73,20-2000bp,5,17477727,17478523
1,17524720,17524780,col_hete,61,Sample_c73,20-2000bp,12,17524720,17524780
1,18339157,18339714,col_hete,558,Sample_c73,20-2000bp,11,18338925,18339714
1,18627599,18628138,col_hete,540,Sample_c73,20-2000bp,9,18626779,18628388
1,18692558,18692804,col_hete,247,Sample_c73,20-2000bp,14,18692558,18692804
1,19392989,19393310,col_hete,322,Sample_c73,20-2000bp,3,19392989,19394525
1,19496927,19497132,col_hete,206,Sample_c73,20-2000bp,6,19496927,19497721
1,20816184,20816312,col_hete,129,Sample_c73,20-2000bp,5,20816184,20816312
1,20908593,20908666,col_hete,74,Sample_c73,20-2000bp,3,20908593,20908666
1,20909519,20909544,col_hete,26,Sample_c73,20-2000bp,3,20909519,20909655
1,20909786,20910061,col_hete,276,Sample_c73,20-2000bp,4,20909786,20910061
1,21754426,21755924,col_hete,1499,Sample_c73,20-2000bp,7,21754426,21758521
1,21755997,21756707,col_hete,711,Sample_c73,20-2000bp,7,21754426,21758521
1,21757705,21757926,col_hete,222,Sample_c73,20-2000bp,5,21754426,21758521
1,21758059,21758175,col_hete,117,Sample_c73,20-2000bp,7,21754426,21758521
1,21758391,21758521,col_hete,131,Sample_c73,20-2000bp,7,21754426,21758521
1,22089483,22089543,col_hete,61,Sample_c73,20-2000bp,8,22089483,22089646
1,22695913,22695934,col_hete,22,Sample_c73,20-2000bp,5,22695913,22695934
1,23459403,23459647,col_hete,245,Sample_c73,20-2000bp,6,23459403,23459647
1,24705196,24705823,col_hete,628,Sample_c73,20-2000bp,15,24705196,24705823
2,3174625,3174692,col_hete,68,Sample_c73,20-2000bp,2,3174625,3174919
2,3912466,3912934,col_hete,469,Sample_c73,20-2000bp,3,3912466,3915861
2,6681355,6681651,ler_hete,297,Sample_c73,20-2000bp,1,6681355,6681651
3,1848997,1849258,col_hete,262,Sample_c73,20-2000bp,7,1848997,1849258
3,9614004,9614087,col_hete,84,Sample_c73,20-2000bp,3,9614004,9614087
3,9617882,9618371,col_hete,490,Sample_c73,20-2000bp,3,9614087,9618552
3,14534256,14534383,col_hete,128,Sample_c73,20-2000bp,5,14534256,14534383
3,14534630,14534913,col_hete,284,Sample_c73,20-2000bp,3,14534580,14535059
5,22258711,22258742,ler_hete,32,Sample_c73,20-2000bp,4,22258711,22258742
5,22764189,22764670,ler_hete,482,Sample_c73,20-2000bp,7,22764189,22764670
5,23322907,23322993,ler_hete,87,Sample_c73,20-2000bp,1,23322907,23322993
5,23474967,23475673,ler_hete,707,Sample_c73,20-2000bp,1,23474967,23475673
5,23843129,23843283,ler_hete,155,Sample_c73,20-2000bp,2,23843129,23843283
5,23967433,23967705,ler_hete,273,Sample_c73,20-2000bp,1,23967433,23967705
5,24649045,24649917,ler_hete,873,Sample_c73,20-2000bp,7,24649045,24649917
5,24854035,24855627,ler_hete,1593,Sample_c73,20-2000bp,4,24854035,24855627
5,25092403,25092663,ler_hete,261,Sample_c73,20-2000bp,1,25092403,25092663
5,25231749,25232060,ler_hete,312,Sample_c73,20-2000bp,8,25231749,25232060
5,25505943,25506311,ler_hete,369,Sample_c73,20-2000bp,2,25505943,25506311
5,25662204,25662730,ler_hete,527,Sample_c73,20-2000bp,2,25662204,25662730
5,25815841,25817036,ler_hete,1196,Sample_c73,20-2000bp,3,25815085,25817036
5,25859031,25859304,ler_hete,274,Sample_c73,20-2000bp,7,25859031,25859845
1,1425645,1426278,col_hete,634,Sample_c81,20-2000bp,6,1425645,1426358
1,3729164,3730139,col_hete,976,Sample_c81,20-2000bp,8,3728653,3730139
1,5044354,5044514,col_hete,161,Sample_c81,20-2000bp,5,5044354,5044923
1,5044923,5045263,col_hete,341,Sample_c81,20-2000bp,5,5044923,5045263
1,6140995,6141038,col_hete,44,Sample_c81,20-2000bp,4,6140995,6141038
1,6539377,6540309,col_hete,933,Sample_c81,20-2000bp,7,6539377,6540310
1,8440278,8440388,col_hete,111,Sample_c81,20-2000bp,2,8440278,8440388
1,9918846,9919034,col_hete,189,Sample_c81,20-2000bp,6,9918846,9919034
1,10598771,10599435,col_hete,665,Sample_c81,20-2000bp,5,10598771,10599435
1,11028358,11028776,col_hete,419,Sample_c81,20-2000bp,10,11028358,11028776
1,11046369,11046512,col_hete,144,Sample_c81,20-2000bp,6,11046369,11046512
1,11290114,11290159,col_hete,46,Sample_c81,20-2000bp,2,11290114,11290159
1,11458675,11458815,col_hete,141,Sample_c81,20-2000bp,6,11458631,11458815
1,11468347,11468766,col_hete,420,Sample_c81,20-2000bp,6,11468347,11468766
1,11523863,11523954,col_hete,92,Sample_c81,20-2000bp,9,11523863,11523954
1,12140479,12142282,col_hete,1804,Sample_c81,20-2000bp,13,12140479,12142282
1,12156115,12156147,col_hete,33,Sample_c81,20-2000bp,11,12156115,12156147
1,28993890,28994182,col_hete,293,Sample_c81,20-2000bp,9,28993890,28994182
2,12692407,12692670,col_hete,264,Sample_c81,20-2000bp,7,12692407,12692670
2,13727027,13727245,col_hete,219,Sample_c81,20-2000bp,12,13727027,13727245
2,14417346,14417366,col_hete,21,Sample_c81,20-2000bp,5,14417346,14417366
2,14457616,14457906,col_hete,291,Sample_c81,20-2000bp,10,14457616,14457906
2,15273745,15273863,col_hete,119,Sample_c81,20-2000bp,5,15273745,15274144
2,16125740,16126287,col_hete,548,Sample_c81,20-2000bp,15,16125740,16126287
2,16280013,16280035,col_hete,23,Sample_c81,20-2000bp,10,16280013,16280035
2,16921004,16921603,col_hete,600,Sample_c81,20-2000bp,13,16921004,16921603
2,17488830,17488958,col_hete,129,Sample_c81,20-2000bp,7,17488830,17488958
2,17811759,17811908,col_hete,150,Sample_c81,20-2000bp,8,17811759,17811908
2,18890480,18891110,col_hete,631,Sample_c81,20-2000bp,6,18890480,18891110
2,19219976,19220152,col_hete,177,Sample_c81,20-2000bp,9,19219976,19220152
3,9282175,9283023,ler_hete,849,Sample_c81,20-2000bp,7,9282156,9283023
3,10137915,10138392,ler_hete,478,Sample_c81,20-2000bp,3,10137915,10138392
3,10331940,10331970,ler_hete,31,Sample_c81,20-2000bp,1,10331940,10331970
3,10332282,10332345,ler_hete,64,Sample_c81,20-2000bp,1,10332282,10332345
3,10464315,10464922,ler_hete,608,Sample_c81,20-2000bp,8,10464315,10464922
3,11395050,11395425,ler_hete,376,Sample_c81,20-2000bp,2,11395050,11395425
3,11432588,11432693,ler_hete,106,Sample_c81,20-2000bp,1,11432588,11432693
3,11500194,11500608,ler_hete,415,Sample_c81,20-2000bp,3,11500194,11500608
3,11784594,11784875,ler_hete,282,Sample_c81,20-2000bp,5,11784594,11784875
3,11875439,11875460,ler_hete,22,Sample_c81,20-2000bp,1,11875439,11875460
3,12148699,12149740,ler_hete,1042,Sample_c81,20-2000bp,1,12148699,12149740
3,13260437,13262203,ler_hete,1767,Sample_c81,20-2000bp,7,13260354,13262203
3,13290904,13292438,ler_hete,1535,Sample_c81,20-2000bp,1,13290904,13292438
3,13394801,13395218,ler_hete,418,Sample_c81,20-2000bp,5,13394801,13395218
3,13415290,13415822,ler_hete,533,Sample_c81,20-2000bp,6,13415290,13415822
3,14043843,14044748,ler_hete,906,Sample_c81,20-2000bp,4,14043843,14044748
3,14046778,14047086,ler_hete,309,Sample_c81,20-2000bp,2,14046778,14047086
3,14047382,14047569,ler_hete,188,Sample_c81,20-2000bp,4,14047382,14047569
3,14093983,14094540,ler_hete,558,Sample_c81,20-2000bp,1,14093983,14094540
3,14999921,15000750,ler_hete,830,Sample_c81,20-2000bp,11,14997879,15001095
3,15000905,15001517,ler_hete,613,Sample_c81,20-2000bp,7,15000905,15001517
3,15071182,15071490,ler_hete,309,Sample_c81,20-2000bp,5,15071182,15071501
3,15341634,15341658,ler_hete,25,Sample_c81,20-2000bp,1,15341634,15341658
3,15381995,15382619,ler_hete,625,Sample_c81,20-2000bp,1,15381995,15382619
3,15507667,15508305,ler_hete,639,Sample_c81,20-2000bp,3,15507667,15508305
3,15666215,15666249,ler_hete,35,Sample_c81,20-2000bp,10,15666215,15666389
3,15906465,15906517,ler_hete,53,Sample_c81,20-2000bp,8,15906465,15906517
3,16053539,16053635,ler_hete,97,Sample_c81,20-2000bp,5,16053539,16053635
3,16377804,16377914,ler_hete,111,Sample_c81,20-2000bp,1,16377804,16377914
3,17854638,17854757,ler_hete,120,Sample_c81,20-2000bp,3,17854638,17854757
3,18193407,18193432,ler_hete,26,Sample_c81,20-2000bp,6,18193407,18193432
3,18308911,18309875,ler_hete,965,Sample_c81,20-2000bp,2,18308911,18311359
3,18666308,18666752,ler_hete,445,Sample_c81,20-2000bp,1,18666308,18666752
3,18724317,18724439,ler_hete,123,Sample_c81,20-2000bp,4,18724317,18724439
3,18725219,18726909,ler_hete,1691,Sample_c81,20-2000bp,3,18725219,18726909
3,18840356,18840514,ler_hete,159,Sample_c81,20-2000bp,3,18840356,18840514
3,18865265,18865694,ler_hete,430,Sample_c81,20-2000bp,6,18865265,18865694
3,19873096,19874702,ler_hete,1607,Sample_c81,20-2000bp,4,19873096,19875904
3,20295369,20295435,ler_hete,67,Sample_c81,20-2000bp,6,20295369,20296092
3,20298588,20299438,ler_hete,851,Sample_c81,20-2000bp,1,20298588,20299438
3,20329629,20330052,ler_hete,424,Sample_c81,20-2000bp,5,20329629,20330052
3,20634020,20634269,ler_hete,250,Sample_c81,20-2000bp,8,20634020,20634269
3,21146917,21147632,ler_hete,716,Sample_c81,20-2000bp,4,21146917,21147632
3,21352917,21352989,ler_hete,73,Sample_c81,20-2000bp,8,21352917,21352989
3,21761487,21761550,ler_hete,64,Sample_c81,20-2000bp,1,21761487,21761550
3,22006536,22007169,ler_hete,634,Sample_c81,20-2000bp,1,22006536,22007169
3,22134647,22134676,ler_hete,30,Sample_c81,20-2000bp,1,22134647,22134676
3,22363889,22363950,ler_hete,62,Sample_c81,20-2000bp,6,22363889,22363950
3,23266257,23266649,ler_hete,393,Sample_c81,20-2000bp,8,23266257,23266649
3,23422768,23423243,ler_hete,476,Sample_c81,20-2000bp,6,23422768,23423243
4,1277155,1277329,ler_hete,175,Sample_c81,20-2000bp,12,1277155,1277329
4,1289137,1289536,ler_hete,400,Sample_c81,20-2000bp,10,1289137,1289536
4,1378830,1379087,ler_hete,258,Sample_c81,20-2000bp,6,1378830,1379087
4,1631902,1632224,ler_hete,323,Sample_c81,20-2000bp,2,1631902,1632224
4,1986894,1987133,ler_hete,240,Sample_c81,20-2000bp,4,1986380,1988339
4,2050789,2050808,ler_hete,20,Sample_c81,20-2000bp,7,2050665,2050808
4,2177690,2177996,ler_hete,307,Sample_c81,20-2000bp,8,2177521,2178003
4,2309015,2309105,ler_hete,91,Sample_c81,20-2000bp,1,2309015,2309105
4,2616989,2617154,ler_hete,166,Sample_c81,20-2000bp,5,2616989,2617154
4,2733593,2733696,ler_hete,104,Sample_c81,20-2000bp,3,2733593,2733696
4,3088487,3090180,ler_hete,1694,Sample_c81,20-2000bp,2,3088487,3090180
4,3414355,3415572,ler_hete,1218,Sample_c81,20-2000bp,1,3414355,3415572
4,4022353,4022520,ler_hete,168,Sample_c81,20-2000bp,7,4022353,4022520
4,4641048,4641682,ler_hete,635,Sample_c81,20-2000bp,7,4638124,4642029
4,4667791,4667839,ler_hete,49,Sample_c81,20-2000bp,3,4667791,4667839
4,4672680,4674242,ler_hete,1563,Sample_c81,20-2000bp,7,4672680,4674242
4,5146161,5146532,ler_hete,372,Sample_c81,20-2000bp,4,5146161,5146532
4,5547532,5548129,ler_hete,598,Sample_c81,20-2000bp,13,5547532,5548129
4,6662455,6662478,ler_hete,24,Sample_c81,20-2000bp,3,6662455,6662754
4,7352713,7353208,ler_hete,496,Sample_c81,20-2000bp,8,7352713,7353221
4,7408149,7408255,ler_hete,107,Sample_c81,20-2000bp,5,7408149,7414706
4,7480668,7480789,ler_hete,122,Sample_c81,20-2000bp,4,7480668,7480789
4,7814712,7814738,ler_hete,27,Sample_c81,20-2000bp,5,7814712,7814738
4,7952829,7952983,ler_hete,155,Sample_c81,20-2000bp,7,7952816,7952983
4,8006377,8006952,ler_hete,576,Sample_c81,20-2000bp,8,8006213,8006952
4,8569555,8569757,ler_hete,203,Sample_c81,20-2000bp,8,8569555,8570007
4,9240353,9240483,ler_hete,131,Sample_c81,20-2000bp,2,9240353,9240483
4,9459442,9459730,ler_hete,289,Sample_c81,20-2000bp,1,9459442,9459730
4,9803245,9803438,ler_hete,194,Sample_c81,20-2000bp,1,9803245,9803438
4,9844641,9844732,ler_hete,92,Sample_c81,20-2000bp,6,9844133,9844732
4,9893586,9894066,ler_hete,481,Sample_c81,20-2000bp,3,9893586,9894066
4,9943621,9943973,ler_hete,353,Sample_c81,20-2000bp,1,9943621,9943973
4,9954299,9955649,ler_hete,1351,Sample_c81,20-2000bp,6,9954299,9957979
4,10055505,10055622,ler_hete,118,Sample_c81,20-2000bp,4,10055505,10055622
4,10097671,10097780,ler_hete,110,Sample_c81,20-2000bp,6,10097671,10097780
4,11374839,11374879,ler_hete,41,Sample_c81,20-2000bp,8,11374495,11374879
4,13161956,13162502,ler_hete,547,Sample_c81,20-2000bp,3,13161956,13162502
4,13505182,13505202,ler_hete,21,Sample_c81,20-2000bp,2,13505182,13505202
4,13940750,13940866,ler_hete,117,Sample_c81,20-2000bp,6,13940750,13940866
4,14399500,14399647,ler_hete,148,Sample_c81,20-2000bp,1,14399500,14399647
4,14769578,14770377,ler_hete,800,Sample_c81,20-2000bp,4,14769578,14770377
4,15785717,15785798,ler_hete,82,Sample_c81,20-2000bp,3,15785717,15785798
4,16566702,16567563,ler_hete,862,Sample_c81,20-2000bp,3,16566702,16567563
4,16896397,16896587,ler_hete,191,Sample_c81,20-2000bp,6,16896397,16897044
4,17218094,17218120,ler_hete,27,Sample_c81,20-2000bp,4,17218094,17218120
4,17397617,17397894,ler_hete,278,Sample_c81,20-2000bp,5,17397617,17397894
4,17764318,17764474,ler_hete,157,Sample_c81,20-2000bp,7,17764318,17764474
4,18080024,18080050,ler_hete,27,Sample_c81,20-2000bp,5,18080024,18080050
4,18200698,18202569,ler_hete,1872,Sample_c81,20-2000bp,6,18200698,18202569
5,7372431,7372480,ler_hete,50,Sample_c81,20-2000bp,8,7372431,7372480
5,7560608,7560873,ler_hete,266,Sample_c81,20-2000bp,5,7560608,7560873
5,7968511,7968544,ler_hete,34,Sample_c81,20-2000bp,4,7968511,7968544
5,8006429,8006546,ler_hete,118,Sample_c81,20-2000bp,8,8006429,8006546
5,8845630,8846799,ler_hete,1170,Sample_c81,20-2000bp,11,8845630,8846799
5,9966416,9966448,ler_hete,33,Sample_c81,20-2000bp,1,9966416,9966448
5,10269162,10270797,ler_hete,1636,Sample_c81,20-2000bp,5,10269162,10271414
5,10922743,10922797,ler_hete,55,Sample_c81,20-2000bp,1,10922743,10922797
5,11300739,11301022,ler_hete,284,Sample_c81,20-2000bp,1,11300739,11301022
5,11365758,11365841,ler_hete,84,Sample_c81,20-2000bp,12,11365758,11365841
5,11617699,11617938,ler_hete,240,Sample_c81,20-2000bp,2,11617699,11617938
5,12487452,12487559,ler_hete,108,Sample_c81,20-2000bp,4,12487452,12487559
5,12544556,12544622,ler_hete,67,Sample_c81,20-2000bp,1,12544556,12544622
5,13060436,13060511,ler_hete,76,Sample_c81,20-2000bp,1,13060436,13060511
5,13127009,13127279,ler_hete,271,Sample_c81,20-2000bp,8,13127009,13127279
5,13511352,13511404,ler_hete,53,Sample_c81,20-2000bp,10,13511352,13511404
5,13898493,13898803,ler_hete,311,Sample_c81,20-2000bp,4,13898493,13898803
5,14154311,14154689,ler_hete,379,Sample_c81,20-2000bp,2,14154311,14154869
5,14184294,14184381,ler_hete,88,Sample_c81,20-2000bp,2,14184294,14184381
5,14544438,14544849,ler_hete,412,Sample_c81,20-2000bp,1,14544438,14544849
5,14590245,14590286,ler_hete,42,Sample_c81,20-2000bp,1,14590245,14590286
5,14755742,14755958,ler_hete,217,Sample_c81,20-2000bp,1,14755742,14755958
5,14869376,14869831,ler_hete,456,Sample_c81,20-2000bp,1,14869376,14869831
5,15262115,15262154,ler_hete,40,Sample_c81,20-2000bp,6,15262115,15262154
5,16125222,16125663,ler_hete,442,Sample_c81,20-2000bp,5,16125222,16125663
5,16156320,16156478,ler_hete,159,Sample_c81,20-2000bp,1,16156320,16156478
5,16362620,16362664,ler_hete,45,Sample_c81,20-2000bp,1,16362620,16362664
5,16425717,16426754,ler_hete,1038,Sample_c81,20-2000bp,7,16425717,16426754
5,16466742,16466815,ler_hete,74,Sample_c81,20-2000bp,1,16466742,16466815
5,16528756,16528959,ler_hete,204,Sample_c81,20-2000bp,4,16528756,16528959
5,16975086,16975192,ler_hete,107,Sample_c81,20-2000bp,1,16975086,16975192
5,17087368,17087399,ler_hete,32,Sample_c81,20-2000bp,2,17087368,17087480
5,17609281,17609397,ler_hete,117,Sample_c81,20-2000bp,2,17609281,17609397
5,17860994,17861058,ler_hete,65,Sample_c81,20-2000bp,5,17860994,17861412
5,17987744,17987799,ler_hete,56,Sample_c81,20-2000bp,5,17987744,17987799
5,18481679,18481725,ler_hete,47,Sample_c81,20-2000bp,1,18481679,18481725
5,18699515,18700265,ler_hete,751,Sample_c81,20-2000bp,7,18699515,18700265
5,18736691,18736766,ler_hete,76,Sample_c81,20-2000bp,8,18735684,18736907
5,19039896,19039928,ler_hete,33,Sample_c81,20-2000bp,2,19039896,19039928
5,19684756,19684780,ler_hete,25,Sample_c81,20-2000bp,1,19684756,19684780
5,20899074,20900354,ler_hete,1281,Sample_c81,20-2000bp,8,20899074,20900354
5,21024835,21025499,ler_hete,665,Sample_c81,20-2000bp,6,21024835,21025499
5,21697456,21697504,ler_hete,49,Sample_c81,20-2000bp,1,21697456,21697504
5,22179986,22180057,ler_hete,72,Sample_c81,20-2000bp,7,22179986,22180057
5,22258711,22258742,ler_hete,32,Sample_c81,20-2000bp,4,22258711,22258742
5,22485528,22485740,ler_hete,213,Sample_c81,20-2000bp,7,22485528,22485740
5,22504579,22505924,ler_hete,1346,Sample_c81,20-2000bp,3,22504578,22505924
5,23646149,23646296,ler_hete,148,Sample_c81,20-2000bp,5,23646149,23646296
5,23736698,23736719,ler_hete,22,Sample_c81,20-2000bp,1,23736698,23736719
5,24383371,24383714,ler_hete,344,Sample_c81,20-2000bp,1,24383371,24383714
5,24397047,24397220,ler_hete,174,Sample_c81,20-2000bp,1,24397047,24397220
5,24649045,24649917,ler_hete,873,Sample_c81,20-2000bp,7,24649045,24649917
5,24674874,24675029,ler_hete,156,Sample_c81,20-2000bp,4,24674874,24675029
5,24854035,24855627,ler_hete,1593,Sample_c81,20-2000bp,4,24854035,24855627
5,26684224,26686171,col_hete,1948,Sample_c81,20-2000bp,9,26684224,26686171
1,1445401,1445560,ler_hete,160,Sample_c82,20-2000bp,3,1445401,1445560
1,1553095,1553130,ler_hete,36,Sample_c82,20-2000bp,6,1553095,1553130
1,3176817,3177402,ler_hete,586,Sample_c82,20-2000bp,3,3176817,3177402
1,3717423,3717442,ler_hete,20,Sample_c82,20-2000bp,1,3717423,3717442
1,4398500,4398559,ler_hete,60,Sample_c82,20-2000bp,6,4398500,4398559
1,5137972,5137993,ler_hete,22,Sample_c82,20-2000bp,3,5137972,5137993
1,5429877,5431286,ler_hete,1410,Sample_c82,20-2000bp,7,5429877,5431286
1,5732085,5732150,ler_hete,66,Sample_c82,20-2000bp,8,5732085,5732150
1,5834773,5835462,ler_hete,690,Sample_c82,20-2000bp,9,5834773,5835462
1,6426486,6427939,ler_hete,1454,Sample_c82,20-2000bp,1,6426486,6427939
1,6454073,6455051,ler_hete,979,Sample_c82,20-2000bp,8,6454073,6455051
1,6539377,6540310,ler_hete,934,Sample_c82,20-2000bp,9,6539377,6540310
1,7183804,7183943,ler_hete,140,Sample_c82,20-2000bp,7,7183804,7183943
1,7619798,7620014,ler_hete,217,Sample_c82,20-2000bp,8,7619798,7620014
1,8260838,8261007,ler_hete,170,Sample_c82,20-2000bp,3,8260838,8261007
1,8284055,8284148,ler_hete,94,Sample_c82,20-2000bp,2,8284055,8284148
1,8352231,8352355,ler_hete,125,Sample_c82,20-2000bp,10,8351184,8352355
1,8441524,8441576,ler_hete,53,Sample_c82,20-2000bp,1,8441524,8441576
1,8548504,8548952,ler_hete,449,Sample_c82,20-2000bp,9,8548504,8548952
1,9104684,9104968,ler_hete,285,Sample_c82,20-2000bp,3,9104684,9104968
1,9144896,9144942,ler_hete,47,Sample_c82,20-2000bp,9,9144896,9144942
1,9993597,9993622,ler_hete,26,Sample_c82,20-2000bp,1,9993597,9993622
1,10122916,10122970,ler_hete,55,Sample_c82,20-2000bp,5,10122916,10122970
1,10189877,10189975,ler_hete,99,Sample_c82,20-2000bp,1,10189877,10189975
1,10512433,10512573,ler_hete,141,Sample_c82,20-2000bp,4,10512433,10512573
1,10571178,10571322,ler_hete,145,Sample_c82,20-2000bp,5,10571178,10571372
1,10575231,10575914,ler_hete,684,Sample_c82,20-2000bp,5,10575231,10575973
1,10581213,10581317,ler_hete,105,Sample_c82,20-2000bp,2,10581213,10581317
1,10596164,10596833,ler_hete,670,Sample_c82,20-2000bp,1,10596164,10596833
1,10708763,10710051,ler_hete,1289,Sample_c82,20-2000bp,5,10708763,10710051
1,10850060,10850554,ler_hete,495,Sample_c82,20-2000bp,8,10850060,10850738
1,11044895,11046369,ler_hete,1475,Sample_c82,20-2000bp,5,11044895,11046369
1,11391217,11391273,ler_hete,57,Sample_c82,20-2000bp,9,11391217,11391273
1,12039443,12039658,ler_hete,216,Sample_c82,20-2000bp,5,12039443,12039658
1,12601318,12601360,ler_hete,43,Sample_c82,20-2000bp,5,12597155,12601360
1,12956077,12956469,ler_hete,393,Sample_c82,20-2000bp,8,12956077,12956469
1,13162621,13163024,ler_hete,404,Sample_c82,20-2000bp,1,13162621,13163024
1,13252936,13252962,ler_hete,27,Sample_c82,20-2000bp,2,13252936,13252962
1,13351267,13351377,ler_hete,111,Sample_c82,20-2000bp,2,13351267,13351377
1,13566110,13566367,ler_hete,258,Sample_c82,20-2000bp,1,13566110,13566367
1,13584514,13584723,ler_hete,210,Sample_c82,20-2000bp,1,13584514,13584723
1,13836792,13837193,ler_hete,402,Sample_c82,20-2000bp,6,13836792,13837193
1,13909888,13909990,ler_hete,103,Sample_c82,20-2000bp,4,13909888,13909990
1,14040706,14040996,ler_hete,291,Sample_c82,20-2000bp,1,14040706,14040996
1,15056387,15058272,col_ler,1886,Sample_c82,20-2000bp,5,15054690,15058272
1,15621024,15621345,ler_hete,322,Sample_c82,20-2000bp,1,15621024,15621345
1,16341114,16341348,ler_hete,235,Sample_c82,20-2000bp,8,16341114,16341348
1,17465550,17465580,ler_hete,31,Sample_c82,20-2000bp,1,17465550,17465580
1,17656165,17656246,ler_hete,82,Sample_c82,20-2000bp,1,17656165,17656246
1,17962453,17962635,ler_hete,183,Sample_c82,20-2000bp,8,17962453,17962635
1,18022263,18022406,ler_hete,144,Sample_c82,20-2000bp,6,18022263,18022406
1,19070838,19070934,ler_hete,97,Sample_c82,20-2000bp,7,19070838,19070934
1,19254662,19254707,ler_hete,46,Sample_c82,20-2000bp,2,19254662,19254707
1,19300892,19300952,ler_hete,61,Sample_c82,20-2000bp,1,19300892,19300952
1,19820660,19821500,ler_hete,841,Sample_c82,20-2000bp,1,19820660,19821500
1,20956165,20956404,ler_hete,240,Sample_c82,20-2000bp,7,20956165,20956763
1,21266710,21266797,ler_hete,88,Sample_c82,20-2000bp,1,21266710,21266797
1,21316462,21316686,ler_hete,225,Sample_c82,20-2000bp,2,21316462,21316686
1,21613568,21613601,ler_hete,34,Sample_c82,20-2000bp,1,21613568,21613601
1,21903595,21904197,ler_hete,603,Sample_c82,20-2000bp,3,21903595,21904197
1,22268929,22269340,ler_hete,412,Sample_c82,20-2000bp,4,22268929,22269340
1,22758025,22758275,ler_hete,251,Sample_c82,20-2000bp,3,22758025,22758275
1,22872549,22873111,ler_hete,563,Sample_c82,20-2000bp,3,22872549,22873111
1,22890867,22891307,ler_hete,441,Sample_c82,20-2000bp,2,22890867,22891307
1,23143208,23143540,ler_hete,333,Sample_c82,20-2000bp,1,23143208,23143540
1,23203251,23203311,ler_hete,61,Sample_c82,20-2000bp,1,23203251,23203311
1,23259266,23259341,ler_hete,76,Sample_c82,20-2000bp,3,23259266,23259341
