chr	first	last	size	tetrad	spores	type
chr02	577791	579567.5	1777.5	wt_30	d,a	X
chr02	650161	651713.5	1553.5	wt_30	b	C
chr02	726592	728701.5	2110.5	wt_30	b	C
chr02	790254	790254	NA	wt_30	a,b	X
chr03	60130.5	61656	1526.5	wt_30	c,b	X
chr03	100028	104501	4474	wt_30	d,b	X
chr03	147517	147517	NA	wt_30	d,c	X
chr03	173599	173599	NA	wt_30	d,a	X
chr03	213384	213384	NA	wt_30	b,c	X
chr03	259442	260762.5	1321.5	wt_30	c	C
chr04	80344	80495.5	152.5	wt_30	a	C
chr04	100920.25	103875.5	2956.25	wt_30	d,b	X
chr04	156768	157672	905	wt_30	b,a	X
chr04	170413.25	175545	5132.75	wt_30	d,a	X
chr04	255847	256910.75	1064.75	wt_30	d,b	X
chr04	257362	259798	2437	wt_30	c	C
chr04	391448	393514.5	2067.5	wt_30	b	C
chr04	484807.5	487370.25	2563.75	wt_30	c	C
chr04	523289	526710	3422	wt_30	b,d	X
chr04	538628	540702.5	2075.5	wt_30	a	C
chr04	615278	615989.5	712.5	wt_30	c,b	X
chr04	763945.5	763945.5	NA	wt_30	b,c	X
chr04	1100718.5	1100718.5	NA	wt_30	a,c	X
chr04	1266816	1267033.75	218.75	wt_30	d,c	X
chr04	1423543	1425531.5	1989.5	wt_30	b	C
chr05	26142.5	30286.5	4145	wt_30	d	C
chr05	41488.5	41616	128.5	wt_30	b	C
chr05	109589.5	111684	2095.5	wt_30	a	C
chr05	219873.5	222911.5	3039	wt_30	d,c	X
chr05	335041.5	336795	1754.5	wt_30	c	C
chr05	347656.5	350334	2678.5	wt_30	b,a	X
chr05	416106	419227.5	3122.5	wt_30	d	C
chr05	461659.75	462167.25	508.5	wt_30	c	C
chr05	466310	468343.5	2034.5	wt_30	a	C
chr05	474029	474029	NA	wt_30	d,c	X
chr05	510806	512904	2099	wt_30	a	C
chr06	55178.5	56488.25	1310.75	wt_30	c,d	X
chr06	163147.5	163147.5	NA	wt_30	d,c	X
chr07	54688.5	58898.5	4211	wt_30	d	C
chr07	98259.5	99000	741.5	wt_30	a,d	X
chr07	191846	196099.5	4254.5	wt_30	a,c	X
chr07	379193	380401	1209	wt_30	b,d	X
chr07	419697	419697	NA	wt_30	d,b	X
chr07	556673.5	558134.5	1462	wt_30	b,d	X
chr07	607245.5	611720.5	4476	wt_30	b	C
chr07	768551	770797.5	2247.5	wt_30	d,a	X
chr07	911786.5	915383	3597.5	wt_30	d	C
chr08	23289.5	27338.5	4050	wt_30	d,b	X
chr08	120956	129413.25	8458.25	wt_30	b,a	X
chr08	230578.5	234974.25	4396.75	wt_30	b,a	X
chr08	265619.5	272663.5	7045	wt_30	c	C
chr08	334675	334675	NA	wt_30	a,c	X
chr08	512009.5	514269	2260.5	wt_30	b	C
chr09	43090	46751.5	3662.5	wt_30	d,b	X
chr09	43405.5	44481.5	1077	wt_30	c	C
chr09	165760	167281.5	1522.5	wt_30	a,d	X
chr09	272926.5	274044.5	1119	wt_30	a,d	X
chr09	344673	350588	5916	wt_30	c,a	X
chr10	142884.5	145635.5	2752	wt_30	c	C
chr10	156176.5	159647.5	3472	wt_30	a,d	X
chr10	234112.75	238557.5	4445.75	wt_30	b,c	X
chr10	276921.5	280311	3390.5	wt_30	b,d	X
chr10	372360.5	382528.5	10169	wt_30	c	C
chr10	393191.5	395157	1966.5	wt_30	b	C
chr10	466039.5	467375	1336.5	wt_30	b	C
chr10	549787	549787	NA	wt_30	a,c	X
chr10	577296.5	579374.5	2079	wt_30	b,d	X
chr10	651926.5	651926.5	NA	wt_30	a,c	X
chr10	683283	684605.5	1323.5	wt_30	b,c	X
chr11	65258	69744	4487	wt_30	a,d	X
chr11	239551.5	239551.5	NA	wt_30	d,b	X
chr11	519163.5	520350	1187.5	wt_30	d,c	X
chr12	21318	23366.5	2049.5	wt_30	c	C
chr12	48219	51385.5	3167.5	wt_30	a,c	X
chr12	163166	167624.5	4459.5	wt_30	c,d	X
chr12	365732	375165	9434	wt_30	c,b	X
chr12	421486	426952.5	5467.5	wt_30	d	C
chr12	513300	516040	2741	wt_30	d,b	X
chr12	513328.5	515483.25	2155.75	wt_30	c	C
chr12	540804.5	542810	2006.5	wt_30	a,b	X
chr12	608883.5	614505.5	5623	wt_30	b	C
chr12	836732.5	837226	494.5	wt_30	c,b	X
chr12	839018.5	839976.75	959.25	wt_30	d,a	X
chr12	841700	841700	NA	wt_30	b,c	X
chr12	1034513	1034715.5	203.5	wt_30	a,d	X
chr13	15196	19773	4578	wt_30	b	C
chr13	93526	96458.5	2933.5	wt_30	a,c	X
chr13	190694	193847	3154	wt_30	c	C
chr13	304891	308552	3662	wt_30	b	C
chr13	382804.5	383760	956.5	wt_30	c,a	X
chr13	660484	665079	4596	wt_30	b,c	M
chr13	695971	697007	1037	wt_30	c,b	X
chr13	821857.5	825668.5	3812	wt_30	d	C
chr14	146091	146091	NA	wt_30	d,a	X
chr14	185737	185737	NA	wt_30	d,c	X
chr14	308541	313524	4984	wt_30	a	C
chr14	354437.5	354762	325.5	wt_30	d	C
chr14	591724	593903	2180	wt_30	a	C
chr14	754812.5	757931.5	3120	wt_30	d,c	X
chr15	134910	136232.5	1323.5	wt_30	d	C
chr15	169862	171630	1769	wt_30	d,a	M
chr15	323941.5	323941.5	NA	wt_30	a,b	X
chr15	394917.5	397829.5	2913	wt_30	c,d	X
chr15	485841.5	486014	173.5	wt_30	c,d	X
chr15	506156	507438.5	1283.5	wt_30	a	C
chr15	571814.5	571814.5	NA	wt_30	d,c	X
chr15	661876.5	662032.5	NA	wt_30	c,b	X
chr15	747396	750016.5	2621.5	wt_30	c	C
chr15	978178	978178	NA	wt_30	d,a	X
chr16	45546	45957	412	wt_30	b	C
chr16	46202.5	48187	1985.5	wt_30	c,d	X
chr16	132652	133092.5	441.5	wt_30	a,b	M
chr16	166008	167255	1248	wt_30	a,b	X
chr16	172577	174379.5	1803.5	wt_30	d,c	X
chr16	181850.5	191309	9459.5	wt_30	a	C
chr16	368755	370011	1257	wt_30	d	C
chr16	381333	382069	737	wt_30	c	C
chr16	587861.5	587861.5	NA	wt_30	d,c	X
chr16	612900	612966	NA	wt_30	a,d	X
chr16	699276.5	702799.5	3524	wt_30	a,d	M
chr16	831813.5	832412	599.5	wt_30	c,b	X
chr16	898752	900219	1468	wt_30	b,d	X
chr01	60581.5	61249.5	669	wt_31	c	C
chr01	70287.5	72285	1998.5	wt_31	b,d	M
chr01	130197.5	130241.5	NA	wt_31	a,d	X
chr02	74435.5	75327.5	893	wt_31	c,b	X
chr02	86157.5	86932	775.5	wt_31	c	C
chr02	126516.5	127568	1052.5	wt_31	a,d	X
chr02	134639.5	138440.5	3802	wt_31	c,b	X
chr02	288041.5	288742.5	702	wt_31	a,b	X
chr02	348720.5	350373	1653.5	wt_31	a	C
chr02	464181.5	464905.5	725	wt_31	c	C
chr02	469003	469003	NA	wt_31	a,c	X
chr02	496775	497679	905	wt_31	d	C
chr02	634763.5	634763.5	NA	wt_31	a,d	X
chr02	723889	723889	NA	wt_31	a,b	X
chr02	798184.5	801488.5	3305	wt_31	b	C
chr03	57474.5	61010.5	3537	wt_31	b,a	X
chr03	124864.5	127511	2647.5	wt_31	b,c	M
chr03	216193	216372	180	wt_31	b	C
chr03	222936.5	224257	1321.5	wt_31	d,b	X
chr03	259554.5	260762.5	1209	wt_31	c	C
chr03	273919.5	274940.5	1022	wt_31	d	C
chr04	86320.5	89461.5	3142	wt_31	a,b	M
chr04	201883.25	201883.25	NA	wt_31	a,c	X
chr04	365324	366286	963	wt_31	c,b	X
chr04	635692	637108	1417	wt_31	b	C
chr04	720007	720246.75	240.75	wt_31	d,a	X
chr04	808422	808725.5	304.5	wt_31	a	C
chr04	846045	848535	2491	wt_31	c,a	M
chr04	1045690.5	1045690.5	NA	wt_31	a,c	X
chr04	1078736.5	1078736.5	NA	wt_31	b,d	X
chr04	1228643.5	1228643.5	NA	wt_31	a,c	X
chr04	1355756.5	1355756.5	NA	wt_31	b,d	X
chr04	1494500	1498731.5	4232.5	wt_31	c	CC
chr04	1495820.5	1496397	577.5	wt_31	a	C
chr05	26142.5	27438	1296.5	wt_31	b,d	X
chr05	57652	59806	2155	wt_31	b,d	X
chr05	80139	80242.5	104.5	wt_31	d	C
chr05	131783	131783	NA	wt_31	b,c	X
chr05	190807.5	192924	2117.5	wt_31	c	C
chr05	198020	200361.5	2342.5	wt_31	d,c	X
chr05	260293.5	260293.5	NA	wt_31	a,c	X
chr05	263125.5	264143	1018.5	wt_31	b	C
chr05	333901	336795	2895	wt_31	d	C
chr05	464780.5	466310	1530.5	wt_31	a,d	X
chr05	549201.5	552097	2896.5	wt_31	d,c	X
chr06	44470	47327	2858	wt_31	c,b	X
chr06	94314.25	96173.5	1860.25	wt_31	a,d	X
chr06	101589.25	104463	2874.75	wt_31	d	C
chr06	196603	200183.5	3581.5	wt_31	c	C
chr06	259225.5	262006	2781.5	wt_31	d,a	X
chr07	84262	84520.5	259.5	wt_31	a,c	X
chr07	120082.5	122076.5	1995	wt_31	a	C
chr07	292305	293686	1382	wt_31	d	C
chr07	357591	359654	2064	wt_31	c,a	X
chr07	414594	415033.5	440.5	wt_31	b,c	X
chr07	448825.5	453802.5	4978	wt_31	d	C
chr07	583721.5	587571	3850.5	wt_31	c,d	X
chr07	607245.5	611720.5	4476	wt_31	b,d	X
chr07	641257.5	644799	3542.5	wt_31	b,c	X
chr07	677078.5	677690.5	613	wt_31	d	C
chr07	738159	738225	NA	wt_31	d,c	X
chr07	847494.5	849996.5	2503	wt_31	d	C
chr07	915383	916383.5	1001.5	wt_31	a,b	X
chr07	1016479.5	1016599	NA	wt_31	a,b	X
chr07	1036470	1038998.5	2529.5	wt_31	b	C
chr08	77942.25	77942.25	NA	wt_31	b,c	X
chr08	97148	100626.5	3479.5	wt_31	a,d	X
chr08	129413.25	129413.25	NA	wt_31	a,d	X
chr08	143031.5	145395	2364.5	wt_31	c	C
chr08	185226.5	185226.5	NA	wt_31	b,c	X
chr08	339971.5	341008.5	1038	wt_31	b,c	X
chr08	420582	424678.5	4097.5	wt_31	a	C
chr08	514735.5	517860	3125.5	wt_31	a	C
chr09	52401	56659.5	4259.5	wt_31	b,a	X
chr09	96225	98981.5	2757.5	wt_31	b	C
chr09	249989	250054.5	NA	wt_31	a,b	X
chr09	251669.5	253651.5	1983	wt_31	d	C
chr09	272314	273502.5	1189.5	wt_31	a,b	X
chr09	377711	381121	3411	wt_31	d,c	X
chr09	421812	422237.5	426.5	wt_31	d,c	X
chr10	79016	81670	2655	wt_31	c,a	X
chr10	86988	91916	4929	wt_31	d	C
chr10	145671.5	147374.5	1704	wt_31	a,c	X
chr10	236111.5	237910.5	1800	wt_31	b,d	X
chr10	384699	384699	NA	wt_31	d,c	X
chr10	578424	579374.5	951.5	wt_31	c,b	X
chr10	688870.5	693570	4700.5	wt_31	a,c	X
chr11	22903	26058	3156	wt_31	d,c	X
chr11	32714.5	35282.5	2569	wt_31	a	C
chr11	66996	69744	2749	wt_31	c,a	X
chr11	239551.5	252873	13322.5	wt_31	a,c	X
chr11	398613	402567.5	3955.5	wt_31	d,c	M
chr11	535970.5	535970.5	NA	wt_31	b,c	X
chr11	637348.25	639083.75	1736.5	wt_31	c	C
chr12	38793	41126	2334	wt_31	d,c	X
chr12	39849.5	40334.5	486	wt_31	b	C
chr12	50587.5	54147.5	3561	wt_31	d	C
chr12	52070	54147.5	2078.5	wt_31	a,b	M
chr12	53822	54408	587	wt_31	c	C
chr12	128867	132374.5	3508.5	wt_31	a,b	X
chr12	177062	180433	3372	wt_31	c,d	X
chr12	236872	239400.75	2529.75	wt_31	d,c	X
chr12	327244.5	329608.5	2365	wt_31	b,a	X
chr12	329608.5	329608.5	NA	wt_31	d,c	X
chr12	339975.5	342111.5	2137	wt_31	b,c	X
chr12	521608.5	523768.5	2161	wt_31	d	C
chr12	561154	562189.5	1036.5	wt_31	a	C
chr12	564800.5	564800.5	NA	wt_31	b,c	X
chr12	576940	578203.5	1264.5	wt_31	d	C
chr12	578203.5	579534.5	1332	wt_31	a	C
chr12	746206	747117	912	wt_31	c,d	X
chr12	778743.5	779751	1008.5	wt_31	a,c	M
chr12	869243.5	873957	4714.5	wt_31	a,d	X
chr12	902078	903329	1252	wt_31	a,d	X
chr12	1000269.5	1000681	412.5	wt_31	c,a	X
chr12	1009324	1009705	382	wt_31	b	C
chr13	-Inf	10526.5	Inf	wt_31	b	C
chr13	37609.5	37609.5	NA	wt_31	a,b	X
chr13	68394	70493.5	2100.5	wt_31	d,a	M
chr13	168469	170299.5	1831.5	wt_31	b	C
chr13	177736	179513.5	1778.5	wt_31	d,a	M
chr13	410150.5	410962.25	812.75	wt_31	a,d	X
chr13	467089	467904.5	816.5	wt_31	c,b	X
chr13	471699	473088	1390	wt_31	b	C
chr13	635796	638680	2885	wt_31	d	C
chr13	695883.25	697007	1124.75	wt_31	a	C
chr13	749285.5	750556	1271.5	wt_31	d,a	X
chr13	860018	863386	3369	wt_31	b	C
chr13	875412	875735	NA	wt_31	b,d	X
chr14	55912	55912	NA	wt_31	d,c	X
chr14	78725	81617.5	2893.5	wt_31	a	C
chr14	160263	160263	NA	wt_31	a,d	X
chr14	172525.5	178624.5	6100	wt_31	a	C
chr14	331522.5	331522.5	NA	wt_31	b,d	X
chr14	404884.5	407085.5	2202	wt_31	c	C
chr14	440076.25	441291.25	1216	wt_31	a,b	X
chr14	540455.5	544008	3553.5	wt_31	a,b	X
chr14	618805.5	621651.5	2847	wt_31	c,d	X
chr14	659801	659801	NA	wt_31	b,c	X
chr14	694659	700963	6305	wt_31	a,c	M
chr14	714868	714868	NA	wt_31	d,c	X
chr15	79520.5	80208.5	689	wt_31	d,b	X
chr15	128038.5	128466	428.5	wt_31	c	C
chr15	197373	200582.5	3210.5	wt_31	a	C
chr15	304714.5	306513.5	1800	wt_31	a,d	X
chr15	571814.5	585319.5	13506	wt_31	a	C
chr15	571814.5	588053.5	16240	wt_31	d	C
chr15	631364	633044.5	1681.5	wt_31	b	C
chr15	670709	671307	599	wt_31	a	C
chr15	746619.5	747842	1223.5	wt_31	a,b	X
chr15	760913	761699.5	787.5	wt_31	d	C
chr15	832689	832689	NA	wt_31	a,c	X
chr15	990683.5	990683.5	NA	wt_31	a,d	X
chr16	131419	133784	2366	wt_31	c	C
chr16	173274	178043	4770	wt_31	a,d	X
chr16	306478.5	306478.5	NA	wt_31	d,c	X
chr16	359354.25	364094.5	4741.25	wt_31	c,d	M
chr16	452690	453273.5	584.5	wt_31	c,d	X
chr16	550379.5	552219.75	1841.25	wt_31	c,d	X
chr16	643868.5	643868.5	NA	wt_31	d,c	X
chr16	676548.5	678551	2003.5	wt_31	b,d	M
chr16	792553	794480	1928	wt_31	d	C
chr16	808286	813625	5340	wt_31	c	C
chr16	836761	838632	1872	wt_31	d,b	X
chr01	31788	34189	2402	wt_32	d	C
chr01	58698.5	58698.5	NA	wt_32	b,d	X
chr01	102922	103516.5	595.5	wt_32	c,a	X
chr02	110313.5	110313.5	NA	wt_32	a,c	X
chr02	288041.5	288584.5	544	wt_32	b	C
chr02	359807.5	360225.5	419	wt_32	d	C
chr02	463749	467424.5	3676.5	wt_32	a,d	X
chr02	515824	516771	948	wt_32	a,d	X
chr02	633007.5	636528.5	3522	wt_32	b,d	X
chr02	793989	794435	NA	wt_32	d,c	X
chr03	58514	61010.5	2497.5	wt_32	d,a	M
chr03	103884	103884	NA	wt_32	a,d	X
chr03	208783.5	213384	4601.5	wt_32	d	C
chr03	211985	213384	1400	wt_32	a	C
chr03	248155	250560	2406	wt_32	b,d	M
chr04	54719	54719	NA	wt_32	a,c	X
chr04	145180	147719.5	2540.5	wt_32	d	C
chr04	602494.5	602757.5	264	wt_32	c,a	X
chr04	731328	731328	NA	wt_32	a,c	X
chr04	1047084.5	1047084.5	NA	wt_32	b,d	X
chr04	1166493	1166493	NA	wt_32	b,d	X
chr04	1259323	1261808.5	2486.5	wt_32	b,d	X
chr05	28467	28785.5	319.5	wt_32	c,b	X
chr05	70137	71302	1166	wt_32	d,b	X
chr05	90511.5	92481.5	1971	wt_32	d	C
chr05	142534.5	144392	1858.5	wt_32	c,a	M
chr05	213940.5	217785	3845.5	wt_32	b	C
chr05	327711	327711	NA	wt_32	b,d	X
chr05	424140	424140	NA	wt_32	b,d	X
chr05	460090	461659.75	1570.75	wt_32	d,a	X
chr05	546166	547835.5	1670.5	wt_32	b,c	X
chr06	42004.5	42004.5	NA	wt_32	a,b	X
chr06	73779	76644.5	2866.5	wt_32	d	C
chr06	112800	114717	1918	wt_32	d,a	X
chr06	223701.5	223701.5	NA	wt_32	b,d	X
chr07	22122	24300	2179	wt_32	c,b	X
chr07	38405.5	38405.5	NA	wt_32	b,c	X
chr07	189575.5	191846	2271.5	wt_32	d,c	X
chr07	272901.5	275583.5	2683	wt_32	a	C
chr07	293686	294260.5	575.5	wt_32	a	C
chr07	458362	460808.5	2447.5	wt_32	a,c	X
chr07	618028	618028	NA	wt_32	b,d	X
chr07	677078.5	677078.5	NA	wt_32	b,d	X
chr07	859506	860156	651	wt_32	c,b	X
chr07	955760.5	956645	885.5	wt_32	d,c	X
chr07	1020241.5	1021994	1753.5	wt_32	c	C
chr07	1038117.5	1038117.5	NA	wt_32	c,d	X
chr08	20619	21427.5	809.5	wt_32	a,d	X
chr08	129413.25	129413.25	NA	wt_32	b,c	X
chr08	140824.5	142575.5	1752	wt_32	d	C
chr08	253347	253347	NA	wt_32	a,b	X
chr08	499040.5	499209.5	NA	wt_32	c,a	X
chr09	51507.5	54865.5	3359	wt_32	d,c	X
chr09	84909	88043	3135	wt_32	c,d	X
chr09	187619	190654	3036	wt_32	b	C
chr09	301760.75	301760.75	NA	wt_32	a,d	X
chr09	368407	371588	3182	wt_32	b,d	X
chr10	155854	160306.75	4453.75	wt_32	d	C
chr10	160306.75	162480	2174.25	wt_32	c	C
chr10	280795.5	282020	1225.5	wt_32	a,c	M
chr10	315713.5	318637.5	2925	wt_32	c,a	X
chr10	465323	467098	1776	wt_32	a,d	X
chr10	503445	505559.5	2115.5	wt_32	c	C
chr10	577442	579308.5	1867.5	wt_32	d,a	X
chr10	635845.5	637826	1981.5	wt_32	a	C
chr10	719349	719769.5	421.5	wt_32	a	C
chr11	45307.5	45672.5	366	wt_32	c	C
chr11	46738	47619	882	wt_32	d,b	X
chr11	199094.25	202113	3019.75	wt_32	d,a	X
chr11	228529.5	228529.5	NA	wt_32	b,c	X
chr11	397007	398613	1607	wt_32	d	C
chr11	451050.5	451050.5	NA	wt_32	a,d	X
chr11	497823	499409	1587	wt_32	a,b	X
chr11	601406	601406	NA	wt_32	a,b	X
chr12	22966	24395	1430	wt_32	b,d	X
chr12	271577.5	276137.5	4561	wt_32	a	C
chr12	340877	342111.5	1235.5	wt_32	d,a	X
chr12	387766	390744.5	2979.5	wt_32	d	C
chr12	534974.5	540405	5431.5	wt_32	b	C
chr12	550965.5	552687.75	1723.25	wt_32	d,c	X
chr12	637464	639836	2373	wt_32	c,d	X
chr12	644911.5	646023.5	1113	wt_32	d	C
chr12	660771	661335	565	wt_32	a,b	X
chr12	851814	851814	NA	wt_32	c,d	X
chr12	951894	952464.5	571.5	wt_32	b,a	X
chr12	1001271	1002482.5	1212.5	wt_32	a,b	X
chr13	99259	104131	4873	wt_32	b,a	M
chr13	238358	245965	7608	wt_32	d,b	M
chr13	251903	254062.5	2160.5	wt_32	c	C
chr13	290528	291633.5	1106.5	wt_32	d	C
chr13	327779	329268.5	1490.5	wt_32	a,d	M
chr13	471699	473088	1390	wt_32	d	C
chr13	698826.5	701464	2638.5	wt_32	c,d	M
chr13	756570	760497.75	3928.75	wt_32	d,b	M
chr13	850209	854605.5	4397.5	wt_32	b	C
chr14	59111	59111	NA	wt_32	a,d	X
chr14	84766	84766	NA	wt_32	a,c	X
chr14	104053	104416.5	364.5	wt_32	b	C
chr14	107202	109461	2260	wt_32	d,b	X
chr14	207011.5	207495.5	485	wt_32	d	C
chr14	246853.5	248743.5	1891	wt_32	d,a	X
chr14	343845.5	346439.5	2595	wt_32	a,b	X
chr14	606569.5	608840.5	2272	wt_32	d,b	M
chr14	659801	663776	3976	wt_32	d,b	X
chr14	689436	689765	330	wt_32	a	C
chr14	745924.5	746735	811.5	wt_32	d	C
chr15	76747	78361.5	1615.5	wt_32	b,c	X
chr15	142294	145877	3584	wt_32	b,c	X
chr15	246339.5	250392	4053.5	wt_32	b	C
chr15	278512	279628	1117	wt_32	c,b	X
chr15	505289.5	505433	144.5	wt_32	d,a	X
chr15	571814.5	571814.5	NA	wt_32	a,b	X
chr15	639017	641684.5	2668.5	wt_32	a,b	X
chr15	719216.5	722592.5	3377	wt_32	c	C
chr15	774593	774815.5	NA	wt_32	b,a	X
chr15	819872.5	821955	2083.5	wt_32	b	C
chr15	941912.5	943591.5	1680	wt_32	a	C
chr15	948391.5	952196	3805.5	wt_32	c	C
chr15	986927	988038.25	1112.25	wt_32	b	C
chr16	78168.5	80567	2399.5	wt_32	c,d	X
chr16	139285	139285	NA	wt_32	a,c	X
chr16	191309	191309	NA	wt_32	b,c	X
chr16	366405.5	367493	1088.5	wt_32	c,d	X
chr16	476421	476421	NA	wt_32	a,c	X
chr16	772020.5	772020.5	NA	wt_32	b,c	X
chr16	902990.5	902990.5	NA	wt_32	a,d	X
chr01	31788	31788	NA	wt_33	a,d	X
chr01	84947	87960.5	3014.5	wt_33	d	C
chr01	103971.5	107755	3784.5	wt_33	c	C
chr01	191228.5	193353	2125.5	wt_33	c,a	X
chr02	178075	181890.5	3816.5	wt_33	c,b	X
chr02	305357	307566	2210	wt_33	a,d	X
chr02	451811.5	452643.5	833	wt_33	d	C
chr02	650685.5	652631.5	1947	wt_33	b,c	M
chr02	716692	718964	2273	wt_33	b,d	X
chr03	104501	104501	NA	wt_33	a,d	X
chr03	136904.5	138077	1173.5	wt_33	c	C
chr03	162341	163345	1005	wt_33	a,c	X
chr03	213384	219295	5912	wt_33	b,d	X
chr03	240057	240863	807	wt_33	b	C
chr04	63014.5	64697.5	1684	wt_33	b,c	X
chr04	107529	109412.5	1884.5	wt_33	c,b	X
chr04	114612.5	117228.5	2617	wt_33	d,a	X
chr04	251256	252562.5	1307.5	wt_33	c,b	M
chr04	281126	282466	1341	wt_33	b	C
chr04	284611	286108	1498	wt_33	a	C
chr04	349243.5	350713.5	1471	wt_33	d,a	X
chr04	589073.5	589786.5	714	wt_33	a,d	X
chr04	635692	637831.5	2140.5	wt_33	b	C
chr04	769333.5	769340.5	NA	wt_33	b,a	X
chr04	921397	923392.5	1996.5	wt_33	a,c	X
chr04	1007282.5	1014795.5	7514	wt_33	a	C
chr04	1239736	1242595.5	2860.5	wt_33	b,d	X
chr04	1319138.5	1319307.5	170	wt_33	d	C
chr04	1328232	1331870.5	3639.5	wt_33	c,a	X
chr04	1408968	1412861	3894	wt_33	b	C
chr04	1433410.5	1435087.5	1678	wt_33	c,b	X
chr05	41962.5	42364	402.5	wt_33	b	C
chr05	131783	134007	2225	wt_33	a	C
chr05	190807.5	192414.5	1608	wt_33	a,c	M
chr05	327112	328846	1735	wt_33	b,d	X
chr05	402482.5	405983.5	3502	wt_33	b	CC
chr05	482057	487737.75	5681.75	wt_33	b	C
chr06	93716	97186	3471	wt_33	a,d	X
chr06	112800	117330	4531	wt_33	b	C
chr06	212781	216606	3826	wt_33	c,b	X
chr06	252200.5	253975	1775.5	wt_33	d,a	X
chr07	58898.5	58898.5	NA	wt_33	b,c	X
chr07	190425	194227.5	3803.5	wt_33	b,c	X
chr07	308629.5	308874.5	246	wt_33	c,b	X
chr07	352183	353577.5	1395.5	wt_33	a,d	X
chr07	528257	530064	1808	wt_33	c,b	X
chr07	559794.5	560202.5	409	wt_33	d	C
chr07	718761.5	718761.5	NA	wt_33	c,d	X
chr07	732641	735933.5	3293.5	wt_33	d,c	X
chr07	800932	800932	NA	wt_33	c,d	X
chr08	25050	26561.5	1512.5	wt_33	d	C
chr08	67140.25	68814	1674.75	wt_33	d	C
chr08	153611.5	153611.5	NA	wt_33	a,c	X
chr08	169188	170948.5	1761.5	wt_33	c	C
chr08	391161.5	391161.5	NA	wt_33	b,d	X
chr08	485002.5	486201	1199.5	wt_33	c	C
chr09	53982	54865.5	884.5	wt_33	d,a	X
chr09	167281.5	167878	597.5	wt_33	a,c	X
chr09	297638	297638	NA	wt_33	b,d	X
chr10	80671	80925	255	wt_33	a	C
chr10	95335.5	97775	2440.5	wt_33	b,a	X
chr10	109444	111804.5	2361.5	wt_33	c,d	M
chr10	161131.5	163740	2609.5	wt_33	c,d	X
chr10	290690.5	290714.5	25	wt_33	a	C
chr10	358830	361895.5	3066.5	wt_33	a,b	X
chr10	413503	413503	NA	wt_33	a,d	X
chr10	572686	573253.5	568.5	wt_33	b	C
chr10	579308.5	579385.5	NA	wt_33	a,c	X
chr10	680914.5	684605.5	3692	wt_33	a,b	X
chr11	5879	5879	NA	wt_33	a,b	X
chr11	108936	109961	1026	wt_33	b,a	X
chr11	117320	118714.5	1395.5	wt_33	c	C
chr11	308136.5	310084	1948.5	wt_33	d,b	X
chr11	360151.5	363686	3535.5	wt_33	a	C
chr11	518553.5	518619	NA	wt_33	d,a	X
chr11	533718.5	534397	679.5	wt_33	c	C
chr11	601406	601406	NA	wt_33	b,c	X
chr12	73233	73503	271	wt_33	c	C
chr12	91659	91812	154	wt_33	b,a	X
chr12	112133	112133	NA	wt_33	a,c	X
chr12	253076	254064.5	989.5	wt_33	b	C
chr12	288411	290524	2114	wt_33	a,c	X
chr12	365732	366114	NA	wt_33	b,d	X
chr12	506600.5	507210	NA	wt_33	c,b	X
chr12	571072	572159.5	1088.5	wt_33	c	C
chr12	601486	603038	1553	wt_33	b	C
chr12	730330.5	731508.25	1178.75	wt_33	a,d	X
chr12	756615.5	760189.5	3575	wt_33	d	C
chr12	869243.5	873131	3888.5	wt_33	c	C
chr12	1029994	1029994	NA	wt_33	a,d	X
chr13	54789.5	56558.5	1770	wt_33	d,a	X
chr13	101523	102909.5	1387.5	wt_33	a	C
chr13	145484.5	147774.5	2291	wt_33	c	C
chr13	304558.5	308045	3487.5	wt_33	a	C
chr13	391040.5	391040.5	NA	wt_33	b,c	X
chr13	591623	593086	1464	wt_33	b,c	M
chr13	652986	653180.5	195.5	wt_33	c	C
chr13	758201	758201	NA	wt_33	b,d	X
chr13	868799	870252.5	1454.5	wt_33	b,a	X
chr14	43692	43692	NA	wt_33	a,b	X
chr14	187321.5	191946.5	4626	wt_33	d	C
chr14	261674	261674	NA	wt_33	b,c	X
chr14	350640.5	350763.5	124	wt_33	a	C
chr14	392663.5	392923	260.5	wt_33	d,b	X
chr14	609949	610043.5	NA	wt_33	b,d	X
chr14	674326.5	674377.5	NA	wt_33	d,a	X
chr14	694659	694659	NA	wt_33	b,c	X
chr14	730004	732723	2720	wt_33	a	C
chr15	40069.25	42005.5	1937.25	wt_33	d,a	X
chr15	90545.5	92543.5	1999	wt_33	a,c	X
chr15	139103	142294	3192	wt_33	b,a	M
chr15	218344.5	219189	845.5	wt_33	d,a	X
chr15	314243	316859	2617	wt_33	c	C
chr15	557404.5	571814.5	14411	wt_33	c,b	X
chr15	673078	673078	NA	wt_33	a,b	X
chr15	726326.5	726326.5	NA	wt_33	a,c	X
chr15	867690	867690	NA	wt_33	a,c	X
chr16	74394	76305.5	1912.5	wt_33	c,b	X
chr16	114322.5	117697.5	3376	wt_33	a,d	M
chr16	400734.5	406036.5	5303	wt_33	a	C
chr16	457542.5	458979.5	1438	wt_33	a	C
chr16	519615.5	520580.5	966	wt_33	c,b	X
chr16	703952	707305	3354	wt_33	d,b	M
chr16	898752	902990.5	4239.5	wt_33	a,c	X
